title; text; author
Imagine (Live); Imagine there's no heaven||It's easy if you try||No hell below us||Above us only sky||Imagine all the people||Living for today...||Imagine there's no countries||It isn't hard to do||Nothing to kill or die for||And no religion too||Imagine all the people||Living life in peace...||You may say I'm a dreamer||But I'm not the only one||I hope someday you'll join us||And the world will be as one||Imagine no possessions||I wonder if you can||No need for greed or hunger||A brotherhood of man||Imagine all the people||Sharing all the world...||You may say I'm a dreamer||But I'm not the only one||I hope someday you'll join us||And the world will live as one||; 1
I'm Losing You; Here in some stranger's room,||Late in the afternoon,||What am I doing here at all?||Ain't no doubt about it,||I'm losing you,||Somehow the wires have crossed,||Communication's lost,||Can't even get you on the telephone,||Just got to shout about it,||I'm losing you,||Here in the valley of indecision,||I don't know what to do,||I feel you sliping away,||I feel you sliping away,||I'm losing you,||I'm losing you,||You say your not getting enough,||But I remind you of all that bad stuff,||So waht the hell am I supposed to do?||Just put a bandaid on it?||And stop the bleeding now,||Stop the bleeding now,||I know I hurt you then,||But that was way back when,||And well, do you still have to carrey that cross?||Don't want to hear about it,||I'm losing you,||I'm losing you.||; 1
Nobody Told Me; Everybody's talking and no one says a word||Everybody's making love and no one really cares||There's Nazis in the bathroom just below the stairs||Always something happening and nothing going on||There's always something cooking and nothing in the pot||They're starving back in China so finish what you got||Nobody told me there'd be days like these||Nobody told me there'd be days like these||Nobody told me there'd be days like these||Strange days indeed -- strange days indeed||Everybody's runnin' and no one makes a move||Everyone's a winner and nothing left to lose||There's a little yellow idol to the north of Katmandu||Everybody's flying and no one leaves the ground||Everybody's crying and no one makes a sound||There's a place for us in the movies you just gotta lay around||Nobody told me there'd be days like these||Nobody told me there'd be days like these||Nobody told me there'd be days like these||Strange days indeed -- most peculiar, mama||Everybody's smoking and no one's getting high||Everybody's flying and never touch the sky||There's a UFO over New York and I ain't too surprised||Nobody told me there'd be days like these||Nobody told me there'd be days like these||Nobody told me there'd be days like these||Strange days indeed -- most peculiar, mama||; 1
I Don't Wanna Face It; Say you're looking for a place to go||Where nobody knows your name||You're looking for oblivion||With one||Eye on the Hall of Fame||I don't wanna face it oh no||I don't wanna face it no no no no||Well I can dish it out||But I just can't take it||Say you're looking for some peace and love||Leader of a big old band||You wanna save humanity||But it's people that you just can't stand||I don't wanna face it oh no||I don't wanna face it no no no no||Well I can sing for my supper||But I just can't make it||Well now you're lookin' for a world of truth||Trying to find a better way||The time has come to see yourself||You always look the other way||I don't wanna face it oh no||I don't wanna face it no no no no||Well I can see the promised land||And I know I can make it!||I don't wanna face it I know||I don't wanna face it oh no||I don't wanna face it oh no||I don't wanna face it||I don't wanna face it||I just can't face it no more||Every time I look in the mirror||I don't see anybody there||; 1
Woman; Woman I can hardly express,||My mixed emotion at my thoughtlessness,||After all I'm forever in your debt,||And woman I will try express,||My inner feelings and thankfullness,||For showing me the meaning of succsess,||oooh well, well,||oooh well, well,||Woman I know you understand||The little child inside the man,||Please remember my life is in your hands,||And woman hold me close to your heart,||However, distant don't keep us apart,||After all it is written in the stars,||oooh well, well,||oooh well, well,||Woman please let me explain,||I never mean(t) to cause you sorrow or pain,||So let me tell you again and again and again,||I love you (yeah, yeah) now and forever,||I love you (yeah, yeah) now and forever,||I love you (yeah, yeah) now and forever,||I love you (yeah, yeah)....||; 1
Dear Yoko; Even after all these years,||I miss you when your not here,||I wish you were here my dear Yoko,||Even if it's just a day,||I miss you when your away,||I wish you were here today dear Yoko,||Even if it's just one night,||I miss you and it don't feel right,||I wish you were here tonight dear Yoko,||Even if it's just an hour,||I wilt just like a fading flower,||Ain't nothing in the world like our love dear Yoko,||Oh Yoko!||I'll never ever ever ever gonna let you go,||Oh Yoko!||I'll never ever ever ever gonna let you go,||Even when I'm miles at sea,||And nowhere is the place to be,||Your spirit's watching over me dear Yoko,||Even when I watch T.V.||There's hole where your supposed to be,||There's nobody lying next to me,||Oh Yoko!||I'll never ever ever ever gonna let you go,||Oh Yoko!||I'll never ever ever ever gonna let you go,||Even after all this time,||I miss you like the sun don't shine,||Without you I'm a one track mind dear Yoko,||After all is really said and done,||The two of us are really one,||The goddess really smiled upon our love dear Yoko.||; 1
Watching The Wheels; People say I'm crazy doing what I'm doing,||Well they give me all kinds of warnings to save me from ruin,||When I say that I'm o.k. they look at me kind of strange,||Surely your not happy now you no longer play the game,||People say I'm lazy dreaming my life away,||Well they give me all kinds of advice designed to enlighten me,||When I tell that I'm doing Fine watching shadows on the wall,||Don't you miss the big time boy you're no longer on the ball?||I'm just sitting here watching the wheels go round and round,||I really love to watch them roll,||No longer riding on the merry-go-round,||I just had to let it go,||People asking questions lost in confusion,||Well I tell them there's no problem,||Only solutions,||Well they shake their heads and they look at me as if I've lost my mind,||I tell them there's no hurry...||I'm just sitting here doing time,||I'm just sitting here watching the wheels go round and round,||I really love to watch them roll,||No longer riding on the merry-go-round,||I just had to let it go.||; 1
I'm Stepping Out; Woke up this morning blues around my head||No need to ask the reason why||Went to the kitchen and lit a cigarette||Blew my worries to the sky||I'm stepping out||I'm stepping out||I'm stepping out||I'm stepping out||If it don't feel right you don't have to do it||Just leave a message on the phone and tell them to screw it||After all is said and done you can't go pleasin' everyone||So screw it...||I'm stepping out||I'm stepping out||I'm stepping out baby||I'm stepping out||Baby's sleeping the cats have all been blessed||Ain't nothing doing on TV (summer repeats)||Put on my space suit I got to look my best||I'm going out to do the city||I'm stepping out||I'm stepping out||I'm stepping out babe||I'm stepping out (boogie)||I'm stepping out (hold it down)||I'm stepping out||I'm stepping out||Gotta gotta gotta gotta get out||I'm stepping out babe||Just awhile||Ain't been out for days...||; 1
Borrowed Time; When I was younger||Living confusion and deep dispair||When I was younger ah hah||Living illusion of freedom and power||When I was younger||Full of ideas and broken dreams (my friend)||When I was younger ah hah||Everything simple but not so clear||Living on borrowed time||Without a thought for tomorrow||Living on borrowed time||Without a thought for tomorrow||Now I am older||The more that I see the less that I know for sure||Now I am older ah hah||The future is brighter and now is the hour||Living on borrowed time||Without a thought for tomorrow||Living on borrowed time||Without a thought for tomorrow||Good to be older||Would not exchange a single day or a year||Good to be older ah hah||Less complications everything clear||Living on borrowed time||Without a thought for tomorrow||Living on borrowed time||Without a thought for tomorrow||; 1
Beautiful Boy (Darling Boy); Close your eyes,||Have no fear,||The monsters gone,||He's on the run and your daddy's here,||Beautiful,||Beautiful, beautiful,||Beautiful Boy,||Before you go to sleep,||Say a little prayer,||Every day in every way,||It's getting better and better,||Beautiful,||Beautiful, beautiful,||Beautiful Boy,||Out on the ocean sailing away,||I can hardly wait,||To see you to come of age,||But I guess we'll both,||Just have to be patient,||Yes it's a long way to go,||But in the meantime,||Before you cross the street,||Take my hand,||Life is just what happens to you,||While your busy making other plans,||Beautiful,||Beautiful, beautiful,||Beautiful Boy,||Darling,||Darling,||Darling Sean.||; 1
Grow Old With Me; Grow old along with me||The best is yet to be||When our time has come||We will be as one||God bless our love||God bless our love||Grow old along with me||Two branches of one tree||Face the setting sun||When the day is done||God bless our love||God bless our love||Spending our lives together||Man and wife together||World without end||World without end||Grow old along with me||Whatever fate decrees||We will see it through||For our love is true||God bless our love||God bless our love||; 1
What You Got; Don't wanna be a drag, everybody gotta bag||I know you know, 'bout the emperor's clothes||You don't know what you got, until you lose it||You don't know what you got, until you lose it||You don't know what you got, until you lose it||Oh baby, baby, baby gimme one more chance||Well it's Saturday night and I just gotta rip it up||Sunday morning I just gotta give it up||Come Monday momma and I just gotta run away||You know it's such a drag to face another day||You don't know what you got, until you lose it||You don't know what you got, until you lose it||You don't know what you got, until you lose it||Oh baby, baby, baby gimme one more chance||You know the more it change, the more it stays the same||You gotta hang on in, you gotta cut the string||You don't know what you got, until you lose it||You don't know what you got, until you lose it||You don't know, you don't know what you got, until you lose it||Oh baby, baby, baby gimme one more chance||; 1
Nobody Loves You (When You're Down And Out); Nobody loves you when you're down and out||Nobody sees you when you're on cloud nine||Everybody's hustlin' for a buck and a dime||I'll scratch your back and you scratch mine||I've been across to the other side||I've shown you everything, I got nothing to hide||And still you ask me do I love you, what it is, what it is||All I can tell you is it's all show biz||All I can tell you is it's all show biz||Nobody loves you when you're down and out||Nobody knows you when you're on cloud nine||Everybody's hustlin' for a buck and a dime||I'll scratch your back and you knife mine||I've been across the water now so many times||I've seen the one eyed witchdoctor leading the blind||And still you ask me do I love you, what you say, what you say||Everytime I put my finger on it, it slips away||Everytime I put my finger on it, it slips away||Well I get up in the morning and I'm looking in the mirror to see, ooo wee!||Then I'm lying in the darkness and I know I can't get to sleep, ooo wee!||Nobody loves you when you're old and grey||Nobody needs you when you're upside down||Everybody's hollerin' 'bout their own birthday||Everybody loves you when you're six foot in the ground||; 1
Whatever Gets You Through The Night (Home); Whatever gets you through the night 'salright, 'salright||It's your money or life 'salright, 'salright||Don't need a sword to cut through flowers oh no, oh no||Whatever gets you through your life 'salright, 'salright||Do it wrong or do it right 'salright, 'salright||Don't need a watch to waste your time oh no, oh no||Hold me darlin' come on listen to me||I won't do you no harm||Trust me darlin' come on listen to me, come on listen to me||Come on listen, listen||Whatever gets you to the light 'salright, 'salright||Out the blue or out of sight 'salright, 'salright||Don't need a gun to blow your mind oh no, oh no||Hold me darlin' come on listen to me||I won't do you no harm||Trust me darlin' come on listen to me, come on listen to me||Come on listen, listen||; 1
Whatever Gets You Through The Night (Studio); Whatever gets you through the night 'salright, 'salright||It's your money or life 'salright, 'salright||Don't need a sword to cut through flowers oh no, oh no||Whatever gets you through your life 'salright, 'salright||Do it wrong or do it right 'salright, 'salright||Don't need a watch to waste your time oh no, oh no||Hold me darlin' come on listen to me||I won't do you no harm||Trust me darlin' come on listen to me, come on listen to me||Come on listen, listen||Whatever gets you to the light 'salright, 'salright||Out the blue or out of sight 'salright, 'salright||Don't need a gun to blow your mind oh no, oh no||Hold me darlin' come on listen to me||I won't do you no harm||Trust me darlin' come on listen to me, come on listen to me||Come on listen, listen||; 1
Yesterday (Parody); Yesterday, all my troubles seemed so far away||Now it looks as though they're here to stay||Oh, I believe in yesterday.||Suddenly, I'm not half to man I used to be,||There's a shadow hanging over me.||Oh, yesterday came suddenly.||Why she had to go I don't know she woldn't say.||I said something wrong, now I long for yesterday.||Yesterday, love was such an easy game to play.||Now I need a place to hide away.||Oh, I believe in yesterday.||Mm mm mm mm mm.||; 1
Be-Bop-A-Lula; (1)||Well||Be-Bop-A-Lula||She's My Baby||Be-Bop-A-Lula||Don't Mean Maybe||Be-Bop-A-Lula||She's My Baby||Be-Bop-A-Lula||Don't Mean Maybe||Be-Bop-A-Lula||She's My Baby Doll||My Baby Doll My Baby Doll||Well||She's The One In The Red Blue Jeans||She's The Queen Of All The Team||She's The Woman Walkin'||That I Know||She's The Woman That Loves Me So||Repeat (1)||Well||She's The Woman||Who's Got That Beat||She's The Woman||With The Flying Feet||She's The Woman||Walk Around The Store||She's The oman||Gives Me More More More||Repeat (1)||(Come On Riggs, Clamp 'Em)||Repeat (1)||; 1
Scared; I'm scared, I'm scared, I'm scared||I'm scared, so scared||I'm scared, I'm scared, I'm scared||As the years roll away||And the price that I paid||And the straws slips away||You don't have to suffer||It is what it is||No bell book or candle||Can get you out of this, oh no!||I'm scarred, I'm scarred, I'm scarred||I'm scarred, uh huh||I'm scarred, I'm scarred, I'm scarred||Every day of my life||I just manage to survive||I just wanna stay alive||You don't have to worry||In heaven or hell||Just dance to the music||You do it so well, well, well!||Hatred and jealousy, gonna be the death of me||I guess I knew it right from the start||Sing out about love and peace||Don't wanna see the red raw meat||The green eyed goddamn straight from your heart||I'm tired, I'm tired, I'm tired||Of being so alone||No place to call my own||Like a rollin' stone||; 1
Steel And Glass; (This is a story about your friend and mine||Who is it, who is it, who is it?)||There you stand with your L.A. tan||And your New York walk and your New York talk||You're mother left you when you were small||But you're gonna wish you wasn't born at all||Steel and glass||Steel and glass||Steel and glass||Steel and glass||Your phone don't ring no one answers your call||How does it feel to be off the wall||Well your mouthpiece squawks as he spreads your lies||But you can't pull strings if your hands are tied||Well your teeth are clean but your mind is capped||You leave your smell like an alley cat||Steel and glass||Steel and glass||Steel and glass||Steel and glass||; 1
Surprise, Surprise (Sweet Bird Of Paradox); Sweet as the smell of success||Her body's warm and wet||She get's me through this god awful lonliness||A natural high butterfly Oh I,||I need, need, need her||Just like a willow tree||A breath of spring you see||And oh boy you don't know what she do to me||She makes me sweat and forget who I am||I need, need, need, need her||Well I was wondering how long this could go on, on and on||Well I thought I could never be surprised||But could it be that I bit my own tongue||Oh yeah, it's so hard to swallow when you're wrong||A bird of paradise||The sunrise in her eyes||God only knows such a sweet surprise||I was blind she blew my mind think that I||I love, love, love, love, love her||I love her, I love her, I love her, I love her||Sweet sweet, sweet sweet love||Sweet sweet, sweet sweet love||Sweet sweet, sweet sweet love||Sweet sweet, sweet sweet love||Sweet sweet, sweet sweet love||; 1
Bless You; Bless you wherever you are||Windswept child on a shooting star||Restless Spirits depart||Still we're deep in each other's hearts||Some people say it's over||Now that we spread our wings||But we know better darling||The hollow ring is only last year's echo||Bless you whoever you are||Holding her now||Be warm and kind hearted||And remember though love is strange||Now and forever our love will remain||; 1
Going Down On Love; Got to get down, down on my knees||Got to get down, down on my knees||Going down on love||Going down on love||Going down, going down, going down||When the real thing goes wrong||And you can't get it on||And your love she has gone||And you got to carry on||And you shoot out the light||Ain't coming home for the night||You know you got to, got to, got to pay the price||Somebody please, please help me||You know I'm drowning in the sea of hatred||Got to get down, down on my knees||Got to get down, down on my knees||Going down on love||Going down on love||Going down, going down, going down||Something precious and rare||Disappears in thin air||And it seems so unfair||Nothing doin' nowhere||Well you burn all your boats||And you sow your wild oats||Well you know, you know, you know the price is right!||Got to get down, down on my knees||Got to get down, down on my knees||Got to get down, down on my knees||Got to get down, down on my knees||; 1
Move Over Ms. L.; One, two, a one, two, three, four||Well now the underground and overjoyed they come on just the same||Don't wanna get too real man, just wanna play the game||I guess ya knew it all along we were just singing in the rain||Can't get hipped to the down trip, the ship is sailing yet||And if it sinks, you know that all you really get is wet!||Move over Ms. L.||You know I wish you well||Move over Ms. L. you know I wish you well||Move over Ms. L.||Well now to err is something human and forgiving so divine||I'll forgive your trespasses, if you forgive me mine||Life's a deal, you knew it, when you signed the dotted line||They nail you to the paper, put a rope around your neck||And so we sing along, the boy stood on the burning deck!||Move over Ms. L.||You know I wish you well||Move over Ms. L. you know I wish you well||Move over Ms. L.||Well now momma poppa told me son you better watch your head||Your head is fulla snakes boy, you're better red than dead||They're starving back in China, that's what they always said!||Can't get head in the head shop, yer jeans are fulla crap||You're full of beans, you're in your teens, you lost your momma's road map!||Move over Ms. L.||You know I wish you well||Move over Ms. L. you know I wish you well||Move over Ms. L.||; 1
Old Dirt Road; Ain't no people on the old dirt road||No more weather on the old dirt road||It's better than a mudslide mamma when the dry spell come, yeah||Oh oh oh old dirt road||Ain't no difference on the old dirt road||Tarred and feathered on the old dirt road||Trying to shovel smoke with a pitchfork in the wind, yeah yeah yeah||Breezing thru the deadwood on a hot summer day||I saw a human being lazybonin' out in the hay||I said uh, hey Mr. Human can ya rainmaker too?||He said I guess it's O.K. ya know the only thing we need is water||Cool, clear water, water||Ain't no people on the old dirt road||No more weather on the old dirt road||Better than a mudslide mamma when the morning comes, yeah||Oh oh oh oh old dirt road||Keep on keeping on||Keep on keeping on||So long, so long||Bye bye||; 1
New York City; Standing on the corner||Just me and yoko ono||We was waiting for jerry to land||Up come a man with the guitar||in his hand||Singing "have a marijuana if you can"||His name was Davis Peel||And we found that he was real||He sangs"The pope smokes||dope everyday"||Up come a police man shoved||us up the street||Singin, "power to the||people today!"||NYC...NYC...NYC||Que pasa Ny?...Que pasa NY?||Well we went to max's||Kansas City||Got down the nitty gritty||With the Elephants Memory||Band||Laid something down||As the news spread around||About the Plastic Ono||Elephants Memory Band!||Well we played some funky||boogie||And laid some tutti frutti||Singing "Long tall sally's||a man"||Up come a preachman trying to be a teacher||Singing "God's a red herring in grag!"||NYC...NYC...NYC||Que pasa Ny?...Que pasa NY?||Well we did the Staten||Island Ferry||Making movies for the telly||Played the fillmore and||Apollo for freedom,||Tried to shake our image||Just a cycling through||the village||But found that we had left it||back in london.||Well nobody came to bug us,||hustle ud or shove us||so we decided to make it||our home||If the man wants to shove||us out||We gonna jump and shout||The Statue of Liberty said,||"come!"||NYC...NYC...NYC||Que pasa Ny?...Que pasa NY?||NYC down in the village||What a bad-ass city!||Que pasa Ny?...Que pasa NY?||; 1
Attica State (Live); What a waste of human||power||What a waste of human lives,||shoot the prisioners in||the towers||Forthy-three poor widowed||wives||Media blames it on the||prisioners,||But the prisioners did not kill||"Rockefeller pulled the trigger"||That's what the people feel.||Attica, Attica state, we're all||mates with Attica state.||Free the prisioners, free||the judges||Free all the prisioners everywhere,||All they want is truth||and justice||All they need is love and care||They all live in suffocation,||Let's not wathc them die||in sorrow,||Now's the time for revolution,||Give them all chance to grow.||Attica state......||Come together join the movement,||Take a stand for human rights,||Fear and hatred clouds||our judgement,||Free us all from endless||night,||Attica state....||We are all mattes...||We all live in......||Attica, Attica, Attica state.||; 1
Bring On The Lucie (Freda Peeple); We don't care what flag you're waving||We don't even want to know your name||We don't care where you're from or where you're going||All we know is that you came||You're making all our desicions||We have just one request of you||That while you're thinking things over||Here's something you just better do||Free the people now||Do it do it do it now||Well we were caught with our hands in the air||Don't desapir paranoia is everywhere||We can shake it with love when we're scared||So let's shout it aloud like a prayer||We understand your paranoia||But we don't want to play your game||You think you're cool and know what you are doing||666 is your name||So while you're jerking off each other||You better bear this thought in mind||Your time is up you better know it||But maybe you don't read the signs||Well you were caught with your hands in the kill||And you still got to swallow your pill||As you slip and you slide down the hill||On the blood of the people you killed||Stop the killing now||Do it do it do it now||Bring on the Lucie||; 1
Woman Is The Nigger Of The World; Woman is the nigger of||the world||Yes she is...think about it||Woman is the nigger of||the world||Think about it...do||something about it||We make her paint her||face and dance||If she won't be slave ,we||say that she don't love us||If she's real, we say she's||trying to be a man||While putting her down we||pretend that she is above us||Woman is the nigger of||the world...yes she is||If you don't belive me take a||look to the one you're with||Woman is the slaves of||the slaves||Ah yeah...better screem||about it||We make her bear and raise||our children||And then we leave her flat for||being a fat old mother hen||We tell her home is the only||place she would be||Then we complain that she's||too unworldly to be our friend||Woman is the nigger of||the world...yes she is||If you don't belive me take a||look to the one you're with||Woman is the slaves of||the slaves||Yeah (think about it)||We insult her everyday on TV||And wonder why she has no||guts or confidence||When she's young we kill her||will to be free||While telling her not to be so||smart we put her down for being so dumb||Woman is the nigger of||the world...yes she is||If you don't belive me take a||look to the one you're with||Woman is the slaves of||the slaves||Yes she is...if you belive me,||you better screem about it.||Repeat:||We make her paint her||face and dance||We make her paint her||face and dance We make her paint her||face and dance||; 1
It's So Hard (Live); you got to live||you got to love you got to be||somebody you got to shove||but it's so hard, it's really hard||sometimes i feel like going||down||you got to eat||you got to drink||you got to feel something||you got to worry||it's so hard, it's really hard||sometimes i feel like going||down||but when it's good it's oh so||good||and when i hold you in||arms baby||sometimes i feel like going||down||you got to run||you got to hide||you got to keep your woman||satisfied||but it's so hard, it's really hard||sometimes i feel like going||down||; 1
Come Together; Here come old flattop he come grooving up slowly||He got joo-joo eyeball he one holy roller||He got hair down to his knee||Got to be a joker he just do what he please||He wear no shoeshine he got toe-jam football||He got monkey finger he shoot coca-cola||He say "I know you, you know me"||One thing I can tell you is you got to be free||Come together right now over me||He bag production he got walrus gumboot||He got Ono sideboard he one spinal cracker||He got feet down below his knee||Hold you in his armchair you can feel his disease||Come together right now over me||He roller-coaster he got early warning||He got muddy water he one mojo filter||He say "One and one and one is three"||Got to be good-looking 'cause he's so hard to see||Come together right now over me||; 1
Happy Xmas (War Is Over); (Happy Xmas Kyoko||Happy Xmas Julian)||So this is Xmas||And what have you done||Another year over||And a new one just begun||And so this is Xmas||I hope you have fun||The near and the dear one||The old and the young||A very Merry Xmas||And a happy New Year||Let's hope it's a good one||Without any fear||And so this is Xmas (war is over)||For weak and for strong (if you want it)||For rich and the poor ones (war is over)||The world is so wrong (if you want it)||And so happy Xmas (war is over)||For black and for white (if you want it)||For yellow and red ones (war is over)||Let's stop all the fight (now)||A very Merry Xmas||And a happy New Year||Let's hope it's a good one||Without any fear||And so this is Xmas (war is over)||And what have we done (if you want it)||Another year over (war is over)||A new one just begun (if you want it)||And so happy Xmas (war is over)||We hope you have fun (if you want it)||The near and the dear one (war is over)||The old and the young (now)||A very Merry Xmas||And a happy New Year||Let's hope it's a good one||Without any fear||War is over, if you want it||War is over now||Happy Xmas||; 1
