title; text; author
Let 'Em In; Someone's Knockin' At The Door.||Somebody's Ringin' The Bell.||Someone's Knockin' At The Door.||Somebody's Ririgin' The Bell.||Do Me A Favor,||Open The Door And Let 'Em In.||Sister Suzie, Brother John,||Martin Luther, Phil And Don,||Brother Michael, Auntie Gin,||Open The Door And Let 'Em In.||Someone's Knockin' At The Door.||Somebody's Ringin' The Bell.||Someone's Knockin' At The Door.||Somebody's Ringin' The Bell.||Do Me A Favor,||Open The Door And Let 'Em In.||; 0
Goodnight Tonight; Don't Get Too Tired For Love||Don't Let It End||Don't Say Goodnight To Love||It May Never Be The Same Again||Don't Say It!||Don't Say It!||Say Anything But Don't Say Goodnight Tonight||Don't Say It!||Don't Say It!||Say Anything But Don't Say Goodnight Tonight||Don't Say It!||Don't Say It!||You Can Say Anything But Don't Say Goodnight Tonight||Don't Say It!||Don't Say It!||Say Anything But Don't Say Goodnight Tonight||Don't Say It!||Don't Say It!||Say Anything But Don't Say Goodnight Tonight||Don't Get Too Tired For Love||Don't Let It End||Don't Say Goodnight To Love||It's A Feeling That May Never End||Don't Say It!||Don't Say It!||Say Anything But Don't Say Goodnight Tonight||Don't Say It!||Don't Say It!||Say Anything But Don't Say Goodnight Tonight||Don't Say It!||Don't Say It!||You Can Say Anything But Don't Say Goodnight Tonight||; 0
Junior's Farm; You should have seen me with the pocker man,||I had a honey and I bet a grand,||Just in the nick of time I looked at his hand.||I was talking to an Eskimo,||Said he was hopping for a fall of snow,||When up popped a sea lion ready to go.||Let's go, let's go, let's go, let's go||Down to junior's farm where I want to lay low,||Low life, high life, oh, let's go,||Take me down to junior's farm.||At the Houses of Parliament||ev'rybody's talking 'bout the President,||We all chip in for a bag of cement.||Olly Hardy should have had more sense,||He bought a gee-gee and he jumped the fence,||All for the sake of a couple of pence.||I took my bag into a grocer's store,||The price is higher than the time before,||Old man asked me why is it more.||I said you should have seen me with the poker man,||I had a honey and I bet a grand,||Just in the nick of time I looked at his hand.||Let's go, let's go, let's go, let's go||Down to junior's farm where I want to lay low,||Low life, high life, oh, let's go,||Take me down to junior's farm,||Let's go, let's go, down to junior's farm where I want to lay low.||Low life, high life, oh, let's go,||Take me down to junior's farm||Ev'rybody tag along.||Take me down to junior's farm.||; 0
Mull Of Kintyre; Mull of kintyre||Oh mist rolling in from the sea,||My desire is always to be here||Oh mull of kintyre||Far have i traveled and much have i seen||Dark distant mountains with valleys of green.||Past painted deserts the sunset's on fire||As he carries me home to the mull of kintyre.||Mull of kintyre||Oh mist rolling in from the sea,||My desire is always to be here||Oh mull of kintyre||Sweep through the heather like deer in the glen||Carry me back to the days i knew then.||Nights when we sang like a heavenly choir||Of the life and the time of the mull of kintyre.||Mull of kintyre||Oh mist rolling in from the sea,||My desire is always to be here||Oh mull of kintyre||Smiles in the sunshine||And tears in the rain||Still take me back to where my memories remain||Flickering embers growing higher and higher||As they carry me back to the mull of kintyre||Mull of kintyre||Oh mist rolling in from the sea,||My desire is always to be here||Oh mull of kintyre||Mull of kintyre||Oh mist rolling in from the sea,||My desire is always to be here||Oh mull of kintyre||; 0
Uncle Albert / Admiral Halsey; We're so sorry, uncle albert,||We're so sorry if we caused you any pain.||We're so sorry, uncle albert,||But there's no one left at home||And i believe i'm gonna rain.||We're so sorry but we haven't heard a thing all day,||We're so sorry, uncle albert,||But if anything should happen||We'll be sure to give a ring.||"we're so sorry, uncle albert,||But we haven't done a bloody thing all day.||We're so sorry, uncle albert,||But the kettle's on the boil||And we're so eas'ly called away."||Uh-uh-uh-uh-uh-uh-uh-uh,||Doo-uh-uh-uh-uh-uh-uh-uh-uh,||Uh-uh -||Hands across the water,  heads across the sky,||Hands across the water,  heads across the sky.||Admiral halsey notified me,||He had to have a berth or he couldn't get to sea.||I had another look and i had a cup of tea and a butter pie.||"couldn't put it in something else||So i pulled it in the pie, alright!"||Hands across the water,  heads across the sky,||Hands across the water, heads across the sky.||Live a little, be a gypsy, get around,||Get your feet up off the ground,||Live a little, get around.||Live a little, be a gypsy, get around,||Get your feet up off the ground,||Live a little, get around.||Hands across the water, heads across the sky,||Hands across the water, heads across the sky.||; 0
With A Little Luck; With a little luck, we can help it out.||We can make this whole damn thing work out.||With a little love, we can lay it down.||Can't you feel the town exploding?||There is no end to what we can do together.||There is no end, there is no end.||The wiliow turns his back on inclement weather;||And if he can do it, we can do it, just me and you,||And a little luck, we can clear it up.||We can bring it in for a landing,||With a little luck, we can turn it on.||There can be no misunderstanding.||There is no end to what we can do together.||There is no end, there is no end.||The willow turns his back on inclement weather;||We can do it, just me and you.||With a little push, we could set it off.||We can send it rocketing skywards.||With a little love, we could shake it up.||Don't you feel the comet exploding?||With a little luck.||With a little luck.||With a little luck, a little luck, a little luck.||With a little luck.||With a little luck.||With a little luck, a little luck, a little luck.||; 0
Coming Up; You Want A Love To Last Forever||One That Will Never Fade Away||I Want To Help You With Your Problem||Stick Around, I Say||Coming Up, Coming Up, Yeah||Coming Up Like A Flower||Coming Up, I Say||You Want A Friend You- Can Rely On||One Who Will Never Fade Away||And If You're Searching For An Answer||Stick Around. I Say||It's Coming Up, It's Coming Up||It's Coming Up Like A Flower||It's Coming Up. Yeah||You Want Some Peace And Understanding||So Everybody Can Be Free||I Know That We Can Get Together||We Can Make It, Stick With Me||It's Coming Up, It's Coming Up||It's Coming Up Like A Flower||It's Coming Up For You And Me||Coming Up, Coming Up||It's Coming Up, It's Coming Up, I Say||It's Coming Up Like A Flower||It's Coming Up||I Feel It In My Bones||You Want A Better Kind Of Future||One That Everyone Can Share||You're Not Alone, We All Could Use It||Stick Around We're Nearly There||It's Coming Up, It's Coming Up Everywhere||It's Coming Up Like A Flower||It's Coming Up For All To Share||It's Coming Up, Yeah||It's Coming Up, Anyway||It's Coming Up Like A Flower||Coming Up||; 0
No More Lonely Nights; I can wait another day until I call you||You've only got my heart on a string||And everything a'flutter||But another lonely night might take forever||We've only got each other to blame||It's all the same to me love||'Cause I know what I feel to be right||No more lonely nights||No more lonely nights||You my guiding light||Day or night I'm always there||May I never miss the thrill of being near you||And if it takes a couple of years||To turn your tears to laughter||I will do what I feel to be right||No more lonely nights (never be another)||No more lonely nights||You my guiding light||Day or night I'm always there||And I won't go away until you tell me so||No, I'll never go away||Yes, I know what I feel to be right||No more lonely nights (never be another)||No more lonely nights||You my guiding light||Day or night I'm always there||And I won't go away until you tell me so||No, I'll never go away||And I won't go away until you tell me so||No, I'll never go away||No more lonely nights||; 0
Let Me Roll It; You gave me something, i understand,||You gave me loving in the palm of my hand||I can't tell you how i feel||My heart is like a wheel||Let me roll it||Let me roll it to you||Let me roll it||Let me toll it to you||I want to tell you||And now's the time||I want to tell you that||You're going to be mine||I can't tell you how i feel||My heart is like a wheel.||Let me roll it||Let me roll it to you||Let me roll it||Let me roll it to you||; 0
The Lovely Linda; La La La La La La,||Lovely Linda,||With The Lovely Flowers In Her Hair.||La La La La La La,||Lovely Linda,||With The Lovely Flowers In Her Hair.||Huh-Huh-Huh-Huh-Huh.||; 0
Daytime Nightime Suffering; What does she get for all the love she gave you||There on the ladder of regrets?||Mighty river, give her all she gets.||What does she get for all the love she gave you||There on the ladder of regrets?||Daytime nightime suffering is all she gets.||Where all the prizes for the games she entered||With little chance of much success?||Daytime nightime suffering is all she gets.||Come on, river, all the flow||Let your love of you people show.||Come on, river, flow through me,||Let your love of you people be.||You are the river, I am the stream.||Flow mighty river through me.||What does it pay to play the leading lady||When the like the damsel in distress||Daytime nightime suffering is all she gets?||No less (no less), no more (no more)||No sea (no sea), no shore (no shore)||No sand (no sand), no pail (no pail)||No fairy tale anymore.||Come on, river, flow through me||Don't be stopped by insanity.||Come on, river, overflow,||Let your love for your neighbours show.||You are the river, I am the stream.||Flget it.||But if we forget it every now and then.||But if you don't feel it, later on you'll regret it.||And if we let it we could set it free, you and me.||; 0
Maybe I'm Amazed; baby, i'm amazed at the way you love me all the time,||and maybe i'm afraid of the way i leave you.||maybe i'm amazed at the way you pulled me out of time,||you hung me on the line.||maybe i'm amazed at the way i really need you.||baby, i'm a man, maybe i'm a lonely man||who's in the middle of something||that he doesn't really understand.||baby, i'm a man,||and maybe you're the only woman who could ever help me.||baby, won't you help me to understand?||ooh-ooh-ooh-ooh-ooh-ooh.||oh yeah, yeah, yeah, yeah,||oh, oh, oh,||oh, oh, oh, oh,||oh.||baby, i'm a man, maybe i'm a lonely man||who's in the middle of something||that he doesn't really understand.||baby, i'm a man,||and maybe you're the only woman who could ever help me.||baby, won't you help me to understand?||ooh-ooh-ooh-ooh-ooh-ooh.||maybe i'm amazed at the way you're with me all the time,||maybe i'm afraid of the way leave you.||maybe i'm amazed at the way you help me sing my song,||right me when i'm wrong-||maybe i'm amazed at the way i really need you.||; 0
Helen Wheels; Said farewell to my last hotel it never was much kind of abode||Glasgow town never brought me down when i was heading out on the road||Carlisle city never looked so pretty, and the kendal freeway is fast||Slow down driver, wanna stay alive, i wanna make this journey last||Helen (helen) hell on wheels||Ain't nobody else gonna know the way she feels||Helen (helen) hell on wheels||And they never gonna take her away||M6 south down liverpool, where they play the west coast sound||Sailor sam, he came from birmingham, but he never will be found||Doin' fine when a london sign, grees me like a long lost friend||Mister motor won't you check her out, she's gotta take me back again||Helen (helen) hell on wheels||Ain't nobody else gonna know the way she feels||Helen (helen) hell on wheels||And they never gonna take her away||Got no time for a rum and lime, i wanna get my right foot down;||Shake some dust off of this old bus, i gotta get her out of town||Spend the day upon the motorway, where the carburettors blast;||Slow down driver, wanna stay alive, i wanna make this journey last||Helen (helen) hell on wheels||Ain't nobody else gonna know the way she feels||Helen (helen) hell on wheels||And they never gonna take her away||Say bye-bye.....fade out||; 0
Bluebird; Late at night when the wind is still||I'll come flying through your door,||And you'll know what love is for.||L'm a bluebird, i'm a bluebird||I'm a bluebird, l'm a bluebird||Yeah ,yeah ,yeah.||I'm a bluebird, i'm a bluebird,||I'm a bluebird||Yeah, yeah, yeah.||Touch your lips with a magic kiss||And you'll be a bluebird too,||And you'll know what love can do.||L'm a bluebird, i'm a bluebird||L'm a bluebird, l'm a bluebird||Yeah, yeah, yeah.||L'm a bluebird, i'm a bluebird,||L'm a bluebird,||Yeah, yeah, yeah.||Bluebird||Ah ha,||Bluebird||Ah ha,||Bluebird.||Fly away through the midnight air||As we head across the sea,||And at last we will be free.||You're a bluebird, you're a bluebird,||You're a bluebird, you're a bluebird||Yeah, yeah, yeah.||You're a bluebird, you're a bluebird||You're a bluebird||Yeah, yeah ,yeah.||Bluebird||Ah ha,||Bluebird||Ah ha,||Bluebird.||All alone on a desert island||We're living in the trees,||And we're flying in the breeze.||We're the bluebirds, we're the bluebirds||We're the bluebirds, we're the bluebirds||Yeah, yeah, yeah.||We're the bluebirds, we're the bluebirds||We're the bluebirds||Yeah, yeah, yeah.||Bluebird||Ah ha,||Bluebird||Ah ha,||Bluebird.||; 0
Heart Of The Country; I look high, i look low,||I'm lookin' ev'rywhere i go,||Lookin' for a home in the heart of the country.||I'm gonna move, i'm gonna go,||I'm gonna tell ev'ryone i know,||Lookin' for a home in the heart of the country.||Heart of the country where the holy people grow,||Heart of the country, smell the grass in the meadow,||Wo, wo, wo.||Want a horse, i want a sheep,||I wanna get me a good night's sleep,||Livin' in a home in the heart of the country.||I'm gonna move, i'm gonna go,||I'm gonna tell ev'ryone i know,||Livin' in a home in the heart of the country.||Heart of the country where the holy people grow,||Heart of the country, smell the grass in the meadow,||Wo, wo, wo.||Want a horse, i got a sheep,||I'm gonna get me a good night's sleep,||Livin' in a home in the heart of the country.||I'm gonna move, i'm gonna go,||Gonna tell ev'ryone i know, oo-oo-oo||In the heart of the country.||Heart of the country where the holy people grow,||Heart of the country, smell the grass in the meadow,||Wo, wo, wo.||; 0
Every Night; Ev'ry night i just wanna go out,||Get out of my head.||Ev'ry day i don't wanna get up,||Get out of my bed.||Ev'ry night i want to play out||And ev'ry day i wanna do-ooh-ooh-ooh-ooh.||But tonight i just wanna stay in||And be with you-oo,||And be with you.||Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh,||Ooh-ooh-ooh-ooh.||Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh,||Ooh-ooh-ooh-ooh.||Ev'ry day i lean on a lamp post,||I'm wasting my time.||Ev'ry night i lay on a pillow,||I'm resting my mind.||Ev'ry morning brings a new day||And ev'ry night that day is throuough.||But tonight i just wanna stay in||And be with you,||And be with you.||Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh,||Ooh-ooh-ooh-ooh, believe me, momma.||Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh, momma,||Ooh-ooh-ooh-ooh.||Ooh-ooh-ooh-ooh........||; 0
Take It Away; Take It Away||Wanna Hear You Play 'Til The Lights Go Down||Take It Away||Don't You Wanna Stay 'Til There's No One Else Around||Lonely Driver||Out On The Road||With A Hundred Miles To Go||Sole Survivor||Carrying The Load||Switches On His Radio||Take It Away||Wanna Hear You Play 'Til The Lights Go Down (Down, Down)||Take It Away||Don't You Wanna Stay 'Til There's No One Else Around||Take It Away||Wanna Hear You Play 'Til The Lights Go Down||Take It Away||Don't You Wanna Stay 'Til There's No One Else Around||In The Audience||Watching The Show||With A Paper In His Hand (In His Hand, In His Hand)||Some Important||Impresario||Has A Message For The Band||Take It Away||Wanna Hear You Play 'Til The Lights Go Down (Down, Down)||Take It Away||Don't You Wanna Stay 'Til There's No One Else Around||Never That His||Baby Listening To Your||Never That His||Baby Listening To Your||Never That His||Baby Listening To Your||Take It Away||Take It Away||After Hours||Late In The Bar||By A Darkened Corner Seat||Faded Flowers||Wade In The Jar||'Til The Evening Is Complete||; 0
Junk; motor cars, handle bars,||bicycles for two.||broken hearted jubilee.||parachutes, army boots,||sleeping bags for two.||sentimental jamboree.||buy! buy!||says the sign in the shop window.||why? why?||says the junk in the yard.||da da ya da da da,||da da da,||da da ya da da,||da da da da da da da.||candlesticks, building bricks,||something old and new.||memories for you and me.||buy! buy!||says the sign in the shop window.||why? why?||says the junk in the yard.||; 0
Man We Was Lonely; Man, we was lonely,||Yes, we was lonely,||And we was hard pressed to find a smile.||Man, we was lonely,||Yes, we was lonely,||But now we're fine all the while.||I used to ride on my fast city line,||Singing songs that i thought were mine alone, alone.||Now, let me lie with my love for the time||I am home,  home, home.||Man, we was lonely,||Yes, we was lonely,||And we was hard pressed to find a smile.||Man, we was lonely,||Yes, we was lonely,||But now we're fine all the while.||Now, let me lie with my love for the time||I am home, home, home.||Man, we was lonely,||Yes, we was lonely,||And we was hard pressed to find a smile.||Man, we was lonely,||Yes, we was lonely,||But now we're fine all the while,||But now we're fine all the while,||But now we're fine all the while.||; 0
Venus And Mars; Sitting In The Stand Of The Sports Arena||Waiting For The Show To Begin||Red Lights, Green Lights, Strawberry Wine,||A Good Friend Of Mine, Follows The Stars,||Venus And Mars||Are Alright Tonight.||; 0
Rock Show; What's That Man Holding In His Hand?||He Looks A Lot Like A Guy I Knew Way Back When||Its Silly Willy With Philly Band||Could Be . . . . . Oo-Ee . . . . . .||What's That Man Movin' Cross The Stage?||It Looks A Lot Like The One Used By Jimmy Page||Its Like A Relic From A Different Age||Could Be . . . . . Oo-Ee . . . . . .||If There's Rock Show||At The Concertgebow||They're Got Long Hair||At The Madison Square||You've Got Rock And Roll||At The Hollywood Bowl,||We'll Be There . . . . . . Oo Yeah . . . . . . .||The Lights Go Down - They're Back In Town O.K.||Behind The Stacks You Glimpse An Axe||The Tension Mounts You Score An Ounce Ole!||Temperatures Rise As You See The White Of Their Eyes||If There's Rock Show||At The Concertgebow||You're Got Long Hair||At The Madison Square||They've Got Rock And Roll||At The Hollywood Bowl,||We'll Be There . . . . . . Oo Yeah . . . . . . .||In My Green Metal Suit I'm Preparing To Shoot Up The City||And The Ring At The End Of My Nose Makes Me Look Rather Pretty||Its A Pity There's Nobody Here To Witness The End||Save For My Dear Old Friend And Confidante - Madamoiselle Kitty||What's That Man Movin' To And Fro?||That Decibel Meter Doesn't Seem To Be Reading Low.||But They Was Louder At The Rainbow||Could Be . . . . . Oo-Ee . . . . . .||If There's Rock Show||At The Concertgebow||They're Got Long Hair||At The Madison Square||You Got Rock And Roll||At The Hollywood Bowl,||We'll Be There . . . . . . Oo Yeah . . . . . . .||If There's Rock Show . . . . . . .||If There's Rock Show . . . . . . .||If There's Rock Show . . . . . . .||; 0
The Back Seat Of My Car; Speed along the highway,||Honey, i want it my way.||But listen to her daddy's song,||Don't stay out too long.||Oo, we're just busy hiding,||Sitting in the back seat of my car.||Looking for a ride and all about,||Looking for a ride in and out of town,||Strolling around and all about,||Looking for a ride in and out of...||The laser lights are pretty,||We may end up in mexico city.||But listen to her daddy's song,||Making love is wrong.||Oo, we're just busy riding,||Sitting in the back seat of my car.||Oh,oh,....||Pah-pah-pah-pah-pah-pah,||Pah-pah-pah-pah-pah-pah-pah.||For we was only hiding,||Sitting in the back seat of my car.||Yeah, .||And when we finished driving,||We can say we were late in arriving.||And listen to her daddy's song,||We believe that we can't be wrong, yeah!||Oh-oh, we believe that we can't be wrong,||Oh-oh, we believe that we can't be wrong,||We can make it to mexico city,||Sitting in the back seat of my car.||Oh,oh,...||Oh-oh, we believe that we can't be wrong,||Oh-oh, we believe that we can't be wrong,||Oh-oh, we believe that we can't be wrong,||Oh-oh, we believe that we can't be wrong,||Oh-oh, we believe that we can't be wrong,||Oh-oh, we believe that we can't be wrong,||No, no, no, ...||We believe we can't be wrong,||Yeah! yeah! yeah!||Oh-oh, oh-oh, yeah, oh, yeah.||; 0
Rockestra Theme; With a bird in the hand he says: why no dinner?||; 0
